t,v
1372,58628
1373,58627
1374,58626
1375,58625
1376,58624
1377,58623
1378,58622
1379,58621
1380,58620
1381,58619
1382,58618
1383,58617
1384,58616
1385,58615
1386,58614
1387,58613
1388,58612
1389,58611
1390,58610
1391,58609
1392,58608
1393,58607
1394,58606
1395,58605
1396,58604
1397,58603
1398,58602
1399,58601
1400,58600
1401,58599
1402,58598
1403,58597
1404,58596
1405,58595
1406,58594
1407,58593
1408,58592
1409,58591
1410,58590
1411,58589
1412,58588
1413,58587
1414,58586
1415,58585
1416,58584
1417,58583
1418,58582
1419,58581
1420,58580
1421,58579
1422,58578
1423,58577
1424,58576
1425,58575
1426,58574
1427,58573
1428,58572
1429,58571
1430,58570
1431,58569
1432,58568
1433,58567
1434,58566
1435,58565
1436,58564
1437,58563
1438,58562
1439,58561
1440,58560
1441,58559
1442,58558
1443,58557
1444,58556
1445,58555
1446,58554
1447,58553
1448,58552
1449,58551
1450,58550
1451,58549
1452,58548
1453,58547
1454,58546
1455,58545
1456,58544
1457,58543
1458,58542
1459,58541
1460,58540
1461,58539
1462,58538
1463,58537
1464,58536
1465,58535
1466,58534
1467,58533
1468,58532
1469,58531
1470,58530
1471,58529
1472,58528
1473,58527
1474,58526
1475,58525
1476,58524
1477,58523
1478,58522
1479,58521
1480,58520
1481,58519
1482,58518
1483,58517
1484,58516
1485,58515
1486,58514
1487,58513
1488,58512
1489,58511
1490,58510
1491,58509
1492,58508
1493,58507
1494,58506
1495,58505
1496,58504
1497,58503
1498,58502
1499,58501
1500,58500
1501,58499
1502,58498
1503,58497
1504,58496
1505,58495
1506,58494
1507,58493
1508,58492
1509,58491
1510,58490
1511,58489
1512,58488
1513,58487
1514,58486
1515,58485
1516,58484
1517,58483
1518,58482
1519,58481
1520,58480
1521,58479
1522,58478
1523,58477
1524,58476
1525,58475
1526,58474
1527,58473
1528,58472
1529,58471
1530,58470
1531,58469
1532,58468
1533,58467
1534,58466
1535,58465
1536,58464
1537,58463
1538,58462
1539,58461
1540,58460
1541,58459
1542,58458
1543,58457
1544,58456
1545,58455
1546,58454
1547,58453
1548,58452
1549,58451
1550,58450
1551,58449
1552,58448
1553,58447
1554,58446
1555,58445
1556,58444
1557,58443
1558,58442
1559,58441
1560,58440
1561,58439
1562,58438
1563,58437
1564,58436
1565,58435
1566,58434
1567,58433
1568,58432
1569,58431
1570,58430
1571,58429
1572,58428
1573,58427
1574,58426
1575,58425
1576,58424
1577,58423
1578,58422
1579,58421
1580,58420
1581,58419
1582,58418
1583,58417
1584,58416
1585,58415
1586,58414
1587,58413
1588,58412
1589,58411
1590,58410
1591,58409
1592,58408
1593,58407
1594,58406
1595,58405
1596,58404
1597,58403
1598,58402
1599,58401
1600,58400
1601,58399
1602,58398
1603,58397
1604,58396
1605,58395
1606,58394
1607,58393
1608,58392
1609,58391
1610,58390
1611,58389
1612,58388
1613,58387
1614,58386
1615,58385
1616,58384
1617,58383
1618,58382
1619,58381
1620,58380
1621,58379
1622,58378
1623,58377
1624,58376
1625,58375
1626,58374
1627,58373
1628,58372
1629,58371
1630,58370
1631,58369
1632,58368
1633,58367
1634,58366
1635,58365
1636,58364
1637,58363
1638,58362
1639,58361
1640,58360
1641,58359
1642,58358
1643,58357
1644,58356
1645,58355
1646,58354
1647,58353
1648,58352
1649,58351
1650,58350
1651,58349
1652,58348
1653,58347
1654,58346
1655,58345
1656,58344
1657,58343
1658,58342
1659,58341
1660,58340
1661,58339
1662,58338
1663,58337
1664,58336
1665,58335
1666,58334
1667,58333
1668,58332
1669,58331
1670,58330
1671,58329
1672,58328
1673,58327
1674,58326
1675,58325
1676,58324
1677,58323
1678,58322
1679,58321
1680,58320
1681,58319
1682,58318
1683,58317
1684,58316
1685,58315
1686,58314
1687,58313
1688,58312
1689,58311
1690,58310
1691,58309
1692,58308
1693,58307
1694,58306
1695,58305
1696,58304
1697,58303
1698,58302
1699,58301
1700,58300
1701,58299
1702,58298
1703,58297
1704,58296
1705,58295
1706,58294
1707,58293
1708,58292
1709,58291
1710,58290
1711,58289
1712,58288
1713,58287
1714,58286
1715,58285
1716,58284
1717,58283
1718,58282
1719,58281
1720,58280
1721,58279
1722,58278
1723,58277
1724,58276
1725,58275
1726,58274
1727,58273
1728,58272
1729,58271
1730,58270
1731,58269
1732,58268
1733,58267
1734,58266
1735,58265
1736,58264
1737,58263
1738,58262
1739,58261
1740,58260
1741,58259
1742,58258
1743,58257
1744,58256
1745,58255
1746,58254
1747,58253
1748,58252
1749,58251
1750,58250
1751,58249
1752,58248
1753,58247
1754,58246
1755,58245
1756,58244
1757,58243
1758,58242
1759,58241
1760,58240
1761,58239
1762,58238
1763,58237
1764,58236
1765,58235
1766,58234
1767,58233
1768,58232
1769,58231
1770,58230
1771,58229
1772,58228
1773,58227
1774,58226
1775,58225
1776,58224
1777,58223
1778,58222
1779,58221
1780,58220
1781,58219
1782,58218
1783,58217
1784,58216
1785,58215
1786,58214
1787,58213
1788,58212
1789,58211
1790,58210
1791,58209
1792,58208
1793,58207
1794,58206
1795,58205
1796,58204
1797,58203
1798,58202
1799,58201
1800,58200
1801,58199
1802,58198
1803,58197
1804,58196
1805,58195
1806,58194
1807,58193
1808,58192
1809,58191
1810,58190
1811,58189
1812,58188
1813,58187
1814,58186
1815,58185
1816,58184
1817,58183
1818,58182
1819,58181
1820,58180
1821,58179
1822,58178
1823,58177
1824,58176
1825,58175
1826,58174
1827,58173
1828,58172
1829,58171
1830,58170
1831,58169
1832,58168
1833,58167
1834,58166
1835,58165
1836,58164
1837,58163
1838,58162
1839,58161
1840,58160
1841,58159
1842,58158
1843,58157
1844,58156
1845,58155
1846,58154
1847,58153
1848,58152
1849,58151
1850,58150
1851,58149
1852,58148
1853,58147
1854,58146
1855,58145
1856,58144
1857,58143
1858,58142
1859,58141
1860,58140
1861,58139
1862,58138
1863,58137
1864,58136
1865,58135
1866,58134
1867,58133
1868,58132
1869,58131
1870,58130
1871,58129
1872,58128
1873,58127
1874,58126
1875,58125
1876,58124
1877,58123
1878,58122
1879,58121
1880,58120
1881,58119
1882,58118
1883,58117
1884,58116
1885,58115
1886,58114
1887,58113
1888,58112
1889,58111
1890,58110
1891,58109
1892,58108
1893,58107
1894,58106
1895,58105
1896,58104
1897,58103
1898,58102
1899,58101
1900,58100
1901,58099
1902,58098
1903,58097
1904,58096
1905,58095
1906,58094
1907,58093
1908,58092
1909,58091
1910,58090
1911,58089
1912,58088
1913,58087
1914,58086
1915,58085
1916,58084
1917,58083
1918,58082
1919,58081
1920,58080
1921,58079
1922,58078
1923,58077
1924,58076
1925,58075
1926,58074
1927,58073
1928,58072
1929,58071
1930,58070
1931,58069
1932,58068
1933,58067
1934,58066
1935,58065
1936,58064
1937,58063
1938,58062
1939,58061
1940,58060
1941,58059
1942,58058
1943,58057
1944,58056
1945,58055
1946,58054
1947,58053
1948,58052
1949,58051
1950,58050
1951,58049
1952,58048
1953,58047
1954,58046
1955,58045
1956,58044
1957,58043
1958,58042
1959,58041
1960,58040
1961,58039
1962,58038
1963,58037
1964,58036
1965,58035
1966,58034
1967,58033
1968,58032
1969,58031
1970,58030
1971,58029
1972,58028
1973,58027
1974,58026
1975,58025
1976,58024
1977,58023
1978,58022
1979,58021
1980,58020
1981,58019
1982,58018
1983,58017
1984,58016
1985,58015
1986,58014
1987,58013
1988,58012
1989,58011
1990,58010
1991,58009
1992,58008
1993,58007
1994,58006
1995,58005
1996,58004
1997,58003
1998,58002
1999,58001
2000,58000
2001,57999
2002,57998
2003,57997
2004,57996
2005,57995
2006,57994
2007,57993
2008,57992
2009,57991
2010,57990
2011,57989
2012,57988
2013,57987
2014,57986
2015,57985
2016,57984
2017,57983
2018,57982
2019,57981
2020,57980
2021,57979
2022,57978
2023,57977
2024,57976
2025,57975
2026,57974
2027,57973
2028,57972
2029,57971
2030,57970
2031,57969
2032,57968
2033,57967
2034,57966
2035,57965
2036,57964
2037,57963
2038,57962
2039,57961
2040,57960
2041,57959
2042,57958
2043,57957
2044,57956
2045,57955
2046,57954
2047,57953
2048,57952
2049,57951
2050,57950
2051,57949
2052,57948
2053,57947
2054,57946
2055,57945
2056,57944
2057,57943
2058,57942
2059,57941
2060,57940
2061,57939
2062,57938
2063,57937
2064,57936
2065,57935
2066,57934
2067,57933
2068,57932
2069,57931
2070,57930
2071,57929
2072,57928
2073,57927
2074,57926
2075,57925
2076,57924
2077,57923
2078,57922
2079,57921
2080,57920
2081,57919
2082,57918
2083,57917
2084,57916
2085,57915
2086,57914
2087,57913
2088,57912
2089,57911
2090,57910
2091,57909
2092,57908
2093,57907
2094,57906
2095,57905
2096,57904
2097,57903
2098,57902
2099,57901
2100,57900
2101,57899
2102,57898
2103,57897
2104,57896
2105,57895
2106,57894
2107,57893
2108,57892
2109,57891
2110,57890
2111,57889
2112,57888
2113,57887
2114,57886
2115,57885
2116,57884
2117,57883
2118,57882
2119,57881
2120,57880
2121,57879
2122,57878
2123,57877
2124,57876
2125,57875
2126,57874
2127,57873
2128,57872
2129,57871
2130,57870
2131,57869
2132,57868
2133,57867
2134,57866
2135,57865
2136,57864
2137,57863
2138,57862
2139,57861
2140,57860
2141,57859
2142,57858
2143,57857
2144,57856
2145,57855
2146,57854
2147,57853
2148,57852
2149,57851
2150,57850
2151,57849
2152,57848
2153,57847
2154,57846
2155,57845
2156,57844
2157,57843
2158,57842
2159,57841
2160,57840
2161,57839
2162,57838
2163,57837
2164,57836
2165,57835
2166,57834
2167,57833
2168,57832
2169,57831
2170,57830
2171,57829
2172,57828
2173,57827
2174,57826
2175,57825
2176,57824
2177,57823
2178,57822
2179,57821
2180,57820
2181,57819
2182,57818
2183,57817
2184,57816
2185,57815
2186,57814
2187,57813
2188,57812
2189,57811
2190,57810
2191,57809
2192,57808
2193,57807
2194,57806
2195,57805
2196,57804
2197,57803
2198,57802
2199,57801
2200,57800
2201,57799
2202,57798
2203,57797
2204,57796
2205,57795
2206,57794
2207,57793
2208,57792
2209,57791
2210,57790
2211,57789
2212,57788
2213,57787
2214,57786
2215,57785
2216,57784
2217,57783
2218,57782
2219,57781
2220,57780
2221,57779
2222,57778
2223,57777
2224,57776
2225,57775
2226,57774
2227,57773
2228,57772
2229,57771
2230,57770
2231,57769
2232,57768
2233,57767
2234,57766
2235,57765
2236,57764
2237,57763
2238,57762
2239,57761
2240,57760
2241,57759
2242,57758
2243,57757
2244,57756
2245,57755
2246,57754
2247,57753
2248,57752
2249,57751
2250,57750
2251,57749
2252,57748
2253,57747
2254,57746
2255,57745
2256,57744
2257,57743
2258,57742
2259,57741
2260,57740
2261,57739
2262,57738
2263,57737
2264,57736
2265,57735
2266,57734
2267,57733
2268,57732
2269,57731
2270,57730
2271,57729
2272,57728
2273,57727
2274,57726
2275,57725
2276,57724
2277,57723
2278,57722
2279,57721
2280,57720
2281,57719
2282,57718
2283,57717
2284,57716
2285,57715
2286,57714
2287,57713
2288,57712
2289,57711
2290,57710
2291,57709
2292,57708
2293,57707
2294,57706
2295,57705
2296,57704
2297,57703
2298,57702
2299,57701
2300,57700
2301,57699
2302,57698
2303,57697
2304,57696
2305,57695
2306,57694
2307,57693
2308,57692
2309,57691
2310,57690
2311,57689
2312,57688
2313,57687
2314,57686
2315,57685
2316,57684
2317,57683
2318,57682
2319,57681
2320,57680
2321,57679
2322,57678
2323,57677
2324,57676
2325,57675
2326,57674
2327,57673
2328,57672
2329,57671
2330,57670
2331,57669
2332,57668
2333,57667
2334,57666
2335,57665
2336,57664
2337,57663
2338,57662
2339,57661
2340,57660
2341,57659
2342,57658
2343,57657
2344,57656
2345,57655
2346,57654
2347,57653
2348,57652
2349,57651
2350,57650
2351,57649
2352,57648
2353,57647
2354,57646
2355,57645
2356,57644
2357,57643
2358,57642
2359,57641
2360,57640
2361,57639
2362,57638
2363,57637
2364,57636
2365,57635
2366,57634
2367,57633
2368,57632
2369,57631
2370,57630
2371,57629
2372,57628
2373,57627
2374,57626
2375,57625
2376,57624
2377,57623
2378,57622
2379,57621
2380,57620
2381,57619
2382,57618
2383,57617
2384,57616
2385,57615
2386,57614
2387,57613
2388,57612
2389,57611
2390,57610
2391,57609
2392,57608
2393,57607
2394,57606
2395,57605
2396,57604
2397,57603
2398,57602
2399,57601
2400,57600
2401,57599
2402,57598
2403,57597
2404,57596
2405,57595
2406,57594
2407,57593
2408,57592
2409,57591
2410,57590
2411,57589
2412,57588
2413,57587
2414,57586
2415,57585
2416,57584
2417,57583
2418,57582
2419,57581
2420,57580
2421,57579
2422,57578
2423,57577
2424,57576
2425,57575
2426,57574
2427,57573
2428,57572
2429,57571
2430,57570
2431,57569
2432,57568
2433,57567
2434,57566
2435,57565
2436,57564
2437,57563
2438,57562
2439,57561
2440,57560
2441,57559
2442,57558
2443,57557
2444,57556
2445,57555
2446,57554
2447,57553
2448,57552
2449,57551
2450,57550
2451,57549
2452,57548
2453,57547
2454,57546
2455,57545
2456,57544
2457,57543
2458,57542
2459,57541
2460,57540
2461,57539
2462,57538
2463,57537
2464,57536
2465,57535
2466,57534
2467,57533
2468,57532
2469,57531
2470,57530
2471,57529
2472,57528
2473,57527
2474,57526
2475,57525
2476,57524
2477,57523
2478,57522
2479,57521
2480,57520
2481,57519
2482,57518
2483,57517
2484,57516
2485,57515
2486,57514
2487,57513
2488,57512
2489,57511
2490,57510
2491,57509
2492,57508
2493,57507
2494,57506
2495,57505
2496,57504
2497,57503
